data_id;hb_state;cm4_state;pp_thrust;av_alti;tvc_thrust;tvc_alti;tvc_vel;padding;time
120;2;1;2;-951;3000;41;2463;0;4647282
121;2;1;5;-1051;3000;41;2463;0;4647322
122;2;1;2;-1102;3000;41;2463;0;4647372
123;2;1;6;-1195;3000;41;2463;0;4647422
124;2;1;5;-1171;3000;41;2463;0;4647462
125;2;1;-1;-1210;3000;41;2463;0;4647512
126;2;1;-3;-1168;3000;41;2463;0;4647562
127;2;1;-5;-1109;3000;41;2463;0;4647602
128;2;1;-6;-1055;3000;41;2463;0;4647662
129;2;1;-4;-1119;3000;41;2463;0;4647712
130;2;1;-2;-1139;3000;41;2463;0;4647742
131;2;1;-1;-1189;3000;41;2463;0;4647802
132;2;1;-3;-1176;3000;41;2463;0;4647842
133;2;1;3;-1033;3000;41;2463;0;4647892
134;2;1;-7;266;3000;41;2463;0;4647942
135;2;1;3;-1191;3000;41;2463;0;4647992
136;2;1;6;-1094;3000;41;2463;0;4648032
137;2;1;-1;-1070;3000;41;2463;0;4648082
138;2;1;1;-1101;3000;41;2463;0;4648122
139;2;1;6;-1109;3000;41;2463;0;4648182
140;2;1;2;-1096;3000;41;2463;0;4648222
141;2;1;-8;-1190;3000;41;2463;0;4648282
142;2;1;-4;-1215;3000;41;2463;0;4648322
143;2;1;-8;239;3000;41;2463;0;4648372
144;2;1;-7;116;3000;41;2463;0;4648422
145;2;1;-3;-1079;3000;41;2463;0;4648462
146;2;1;-3;-1186;3000;41;2463;0;4648512
147;2;1;-3;-1162;3000;41;2463;0;4648562
148;2;1;-1;-1268;3000;41;2463;0;4648612
149;2;1;5;-1172;3000;41;2463;0;4648652
150;2;1;2;-1287;3000;41;2463;0;4648702
151;2;1;-15;-1202;3000;41;2463;0;4648752
152;2;1;-3;-1236;3000;41;2463;0;4648792
153;2;1;-5;-1221;3000;41;2463;0;4648862
154;2;1;10;-1069;3000;41;2463;0;4648922
155;2;1;-4;-1181;3000;41;2463;0;4648992
156;2;1;7;-1299;3000;41;2463;0;4649042
157;2;1;7;-1318;3000;41;2463;0;4649082
158;2;1;-6;-1242;3000;41;2463;0;4649132
159;2;1;0;-1047;3000;41;2463;0;4649182
160;2;1;1;299;3000;41;2463;0;4649232
161;2;1;5;-1090;3000;41;2463;0;4649282
162;2;1;3;-900;3000;41;2463;0;4649322
163;2;1;-10;-1054;3000;41;2463;0;4649372
164;2;1;9;-1187;3000;41;2463;0;4649422
165;2;1;6;115;3000;41;2463;0;4649472
166;2;1;-1;-1158;3000;41;2463;0;4649512
167;2;1;-1;175;3000;41;2463;0;4649572
168;2;1;2;300;3000;41;2463;0;4649612
169;2;1;-7;463;3000;41;2463;0;4649652
170;2;1;-1;-1141;3000;41;2463;0;4649702
171;2;1;9;-1217;3000;41;2463;0;4649752
172;2;1;4;-1194;3000;41;2463;0;4649792
173;2;1;2;-1225;3000;41;2463;0;4649852
174;2;1;-6;-1236;3000;41;2463;0;4649902
175;2;1;-5;-1229;3000;41;2463;0;4649952
176;2;1;-6;-1116;3000;41;2463;0;4649992
177;2;1;-2;-1090;3000;41;2463;0;4650052
178;2;1;5;-1108;3000;41;2463;0;4650092
179;2;1;-9;-963;3000;41;2463;0;4650132
180;2;1;-11;-1190;3000;41;2463;0;4650192
181;2;1;10;-1006;3000;41;2463;0;4650242
182;2;1;-2;295;3000;41;2463;0;4650292
183;2;1;8;191;3000;41;2463;0;4650332
184;2;1;-7;-1121;3000;41;2463;0;4650382
185;2;1;5;-974;3000;41;2463;0;4650422
186;2;1;-3;-1115;3000;41;2463;0;4650472
187;2;1;-5;-1099;3000;41;2463;0;4650512
188;2;1;2;-1206;3000;41;2463;0;4650572
189;2;1;-1;-1136;3000;41;2463;0;4650612
190;2;1;2;-1075;3000;41;2463;0;4650672
191;2;1;5;-1274;3000;41;2463;0;4650712
192;2;1;9;-1199;3000;41;2463;0;4650752
193;2;1;0;-1104;3000;41;2463;0;4650812
194;2;1;6;-1228;3000;41;2463;0;4650852
195;2;1;1;-1103;3000;41;2463;0;4650902
196;2;1;-5;367;3000;41;2463;0;4650952
197;2;1;-6;285;3000;41;2463;0;4650992
198;2;1;0;-1320;3000;41;2463;0;4651052
199;2;1;-1;-1168;3000;41;2463;0;4651092
200;2;1;2;238;3000;41;2463;0;4651142
201;2;1;-8;-1311;3000;41;2463;0;4651192
202;2;1;-9;239;3000;41;2463;0;4651242
203;2;1;3;337;3000;41;2463;0;4651282
204;2;1;5;-1151;3000;41;2463;0;4651332
205;2;1;11;-1151;3000;41;2463;0;4651382
206;2;1;-1;445;3000;41;2463;0;4651432
207;2;1;-5;-1130;3000;41;2463;0;4651472
208;2;1;5;-1086;3000;41;2463;0;4651522
209;2;1;-4;-1141;3000;41;2463;0;4651582
210;2;1;7;-979;3000;41;2463;0;4651642
211;2;1;6;348;3000;41;2463;0;4651702
212;2;1;8;-1052;3000;41;2463;0;4651752
213;2;1;1;-1083;3000;41;2463;0;4651802
214;2;1;-4;-1039;3000;41;2463;0;4651852
215;2;1;4;-1109;3000;41;2463;0;4651902
216;2;1;6;-1063;3000;41;2463;0;4651952
217;2;1;2;-1198;3000;41;2463;0;4651992
218;2;1;0;-1036;3000;41;2463;0;4652042
219;2;1;-5;-1086;3000;41;2463;0;4652092
220;2;1;-5;-1065;3000;41;2463;0;4652132
221;2;1;11;304;3000;41;2463;0;4652182
222;2;1;-8;-1011;3000;41;2463;0;4652232
223;2;1;-9;261;3000;41;2463;0;4652282
224;2;1;-1;-984;3000;41;2463;0;4652332
225;2;1;-4;-1003;3000;41;2463;0;4652382
226;2;1;-2;-1031;3000;41;2463;0;4652432
227;2;1;-5;-1027;3000;41;2463;0;4652482
228;2;1;2;-1149;3000;41;2463;0;4652522
229;2;1;0;-1159;3000;41;2463;0;4652582
230;2;1;2;-1036;3000;41;2463;0;4652622
231;2;1;-6;-1150;3000;41;2463;0;4652682
232;2;1;-1;-972;3000;41;2463;0;4652722
233;2;1;-3;-999;3000;41;2463;0;4652762
234;2;1;1;-1080;3000;41;2463;0;4652812
235;2;1;0;-1109;3000;41;2463;0;4652862
236;2;1;-2;-1062;3000;41;2463;0;4652902
237;2;1;3;-1059;3000;41;2463;0;4652962
238;2;1;-4;-1098;3000;41;2463;0;4653002
239;2;1;-6;145;3000;41;2463;0;4653052
240;2;1;-4;-1145;3000;41;2463;0;4653102
241;2;1;-6;-1011;3000;41;2463;0;4653142
242;2;1;2;-1051;3000;41;2463;0;4653182
243;2;1;7;-1019;3000;41;2463;0;4653242
244;2;1;7;480;3000;41;2463;0;4653282
245;2;1;-10;-916;3000;41;2463;0;4653342
246;2;1;2;-953;3000;41;2463;0;4653382
247;2;1;9;-901;3000;41;2463;0;4653432
248;2;1;0;-1120;3000;41;2463;0;4653472
249;2;1;-5;-1090;3000;41;2463;0;4653522
250;2;1;1;-1135;3000;41;2463;0;4653582
251;2;1;4;-1046;3000;41;2463;0;4653622
252;2;1;5;-1045;3000;41;2463;0;4653672
253;2;1;0;-915;3000;41;2463;0;4653722
254;2;1;-8;-1128;3000;41;2463;0;4653762
255;2;1;-9;-980;3000;41;2463;0;4653802
256;2;1;-6;-980;3000;41;2463;0;4653862
257;2;1;9;-1136;3000;41;2463;0;4653912
258;2;1;2;-1113;3000;41;2463;0;4653952
259;2;1;5;-1031;3000;41;2463;0;4654002
260;2;1;8;-1115;3000;41;2463;0;4654042
261;2;1;3;-1059;3000;41;2463;0;4654092
262;2;1;9;-1027;3000;41;2463;0;4654142
263;2;1;4;-1055;3000;41;2463;0;4654182
264;2;1;-8;-1069;3000;41;2463;0;4654242
265;2;1;3;-934;3000;41;2463;0;4654312
266;2;1;-1;-1106;3000;41;2463;0;4654362
267;2;1;-7;461;3000;41;2463;0;4654422
268;2;1;-3;-1078;3000;41;2463;0;4654472
269;2;1;-7;-925;3000;41;2463;0;4654512
270;2;1;-7;-911;3000;41;2463;0;4654562
271;2;1;-9;-1007;3000;41;2463;0;4654612
272;2;1;-3;-959;3000;41;2463;0;4654662
273;2;1;7;-1096;3000;41;2463;0;4654712
274;2;1;4;-975;3000;41;2463;0;4654752
275;2;1;-4;-961;3000;41;2463;0;4654802
276;2;1;-2;-1007;3000;41;2463;0;4654852
277;2;1;5;-1098;3000;41;2463;0;4654892
278;2;1;1;-1146;3000;41;2463;0;4654942
279;2;1;-4;-1103;3000;41;2463;0;4654992
280;2;1;5;-986;3000;41;2463;0;4655042
281;2;1;-7;-1174;3000;41;2463;0;4655082
282;2;1;-9;-955;3000;41;2463;0;4655132
283;2;1;-9;-937;3000;41;2463;0;4655192
284;2;1;6;-1070;3000;41;2463;0;4655222
285;2;1;-2;-1140;3000;41;2463;0;4655282
286;2;1;-4;-1032;3000;41;2463;0;4655322
287;2;1;-5;-1255;3000;41;2463;0;4655372
288;2;1;-9;-1091;3000;41;2463;0;4655422
289;2;1;12;-1186;3000;41;2463;0;4655462
290;2;1;2;-1224;3000;41;2463;0;4655512
291;2;1;-2;-1259;3000;41;2463;0;4655572
292;2;1;9;-1203;3000;41;2463;0;4655612
293;2;1;2;-1163;3000;41;2463;0;4655672
294;2;1;-1;-991;3000;41;2463;0;4655702
295;2;1;-5;-1075;3000;41;2463;0;4655752
296;2;1;9;-1201;3000;41;2463;0;4655802
297;2;1;5;-1060;3000;41;2463;0;4655852
298;2;1;-4;307;3000;41;2463;0;4655892
299;2;1;9;-1014;3000;41;2463;0;4655952
300;2;1;10;-1111;3000;41;2463;0;4655992
301;2;1;0;-1144;3000;41;2463;0;4656042
302;2;1;8;-1120;3000;41;2463;0;4656092
303;2;1;-1;-1115;3000;41;2463;0;4656132
304;2;1;0;-1086;3000;41;2463;0;4656192
305;2;1;4;-1280;3000;41;2463;0;4656232
306;2;1;-3;-1095;3000;41;2463;0;4656292
307;2;1;2;-1053;3000;41;2463;0;4656332
308;2;1;-4;-1139;3000;41;2463;0;4656382
309;2;1;2;-1089;3000;41;2463;0;4656432
310;2;1;3;-1142;3000;41;2463;0;4656472
311;2;1;-8;-1331;3000;41;2463;0;4656512
312;2;1;-5;-1104;3000;41;2463;0;4656572
313;2;1;-4;-1087;3000;41;2463;0;4656612
314;2;1;-6;-1074;3000;41;2463;0;4656672
315;2;1;-11;-1237;3000;41;2463;0;4656712
316;2;1;-1;-1071;3000;41;2463;0;4656752
317;2;1;9;-1135;3000;41;2463;0;4656802
318;2;1;6;-1180;3000;41;2463;0;4656852
319;2;1;0;-1139;3000;41;2463;0;4656892
320;2;1;0;-1038;3000;41;2463;0;4656952
321;2;1;2;-1111;3000;41;2463;0;4657012
322;2;1;5;-920;3000;41;2463;0;4657072
323;2;1;-6;-1150;3000;41;2463;0;4657132
324;2;1;-7;1025;3000;41;2463;0;4657182
325;2;1;-7;-1070;3000;41;2463;0;4657222
326;2;1;-2;-958;3000;41;2463;0;4657272
327;2;1;2;-1008;3000;41;2463;0;4657322
328;2;1;1;-1143;3000;41;2463;0;4657382
329;2;1;-9;-1045;3000;41;2463;0;4657422
330;2;1;-1;1246;3000;41;2463;0;4657472
331;2;1;-8;-889;3000;41;2463;0;4657512
332;2;1;-1;-911;3000;41;2463;0;4657562
333;2;1;-11;-958;3000;41;2463;0;4657612
334;2;1;5;271;3000;41;2463;0;4657652
335;2;1;4;-976;3000;41;2463;0;4657702
336;2;1;1;-1006;3000;41;2463;0;4657752
337;2;1;-6;-1070;3000;41;2463;0;4657792
338;2;1;-7;-1111;3000;41;2463;0;4657842
339;2;1;6;-995;3000;41;2463;0;4657892
340;2;1;4;-1128;3000;41;2463;0;4657942
341;2;1;-9;-1151;3000;41;2463;0;4657992
342;2;1;2;-1167;3000;41;2463;0;4658042
343;2;1;5;-1228;3000;41;2463;0;4658092
344;2;1;5;-1089;3000;41;2463;0;4658132
345;2;1;-3;-1056;3000;41;2463;0;4658182
346;2;1;3;-1044;3000;41;2463;0;4658232
347;2;1;-1;-1040;3000;41;2463;0;4658282
348;2;1;2;-1002;3000;41;2463;0;4658332
349;2;1;-4;-1115;3000;41;2463;0;4658382
350;2;1;1;-1094;3000;41;2463;0;4658422
351;2;1;-4;-975;3000;41;2463;0;4658472
352;2;1;-8;-1031;3000;41;2463;0;4658512
353;2;1;-8;-1039;3000;41;2463;0;4658562
354;2;1;6;-1132;3000;41;2463;0;4658612
355;2;1;4;-1183;3000;41;2463;0;4658652
356;2;1;-4;-1023;3000;41;2463;0;4658702
357;2;1;-2;-1151;3000;41;2463;0;4658752
358;2;1;6;-1104;3000;41;2463;0;4658792
359;2;1;1;-1141;3000;41;2463;0;4658842
360;2;1;-4;-1195;3000;41;2463;0;4658892
361;2;1;3;-943;3000;41;2463;0;4658942
362;2;1;-2;-1092;3000;41;2463;0;4658992
363;2;1;-7;-842;3000;41;2463;0;4659032
364;2;1;6;-1019;3000;41;2463;0;4659082
365;2;1;2;-1059;3000;41;2463;0;4659132
366;2;1;3;-1043;3000;41;2463;0;4659182
367;2;1;1;-971;3000;41;2463;0;4659222
368;2;1;-2;-904;3000;41;2463;0;4659282
369;2;1;0;-924;3000;41;2463;0;4659342
370;2;1;3;295;3000;41;2463;0;4659382
371;2;1;-3;-1119;3000;41;2463;0;4659422
372;2;1;6;-1192;3000;41;2463;0;4659482
373;2;1;-4;-1023;3000;41;2463;0;4659522
374;2;1;-3;-976;3000;41;2463;0;4659562
375;2;1;-5;-1155;3000;41;2463;0;4659622
376;2;1;4;-1090;3000;41;2463;0;4659682
377;2;1;0;-1182;3000;41;2463;0;4659742
378;2;1;-5;-1184;3000;41;2463;0;4659802
379;2;1;-5;-1188;3000;41;2463;0;4659852
380;2;1;10;-1036;3000;41;2463;0;4659902
381;2;1;-2;-1111;3000;41;2463;0;4659942
382;2;1;2;-1019;3000;41;2463;0;4660002
383;2;1;1;-1067;3000;41;2463;0;4660042
384;2;1;8;-1145;3000;41;2463;0;4660102
385;2;1;-2;-1024;3000;41;2463;0;4660152
386;2;1;-4;-1072;3000;41;2463;0;4660182
387;2;1;-9;-1047;3000;41;2463;0;4660242
388;2;1;18;-1256;3000;41;2463;0;4660282
389;2;1;8;-1104;3000;41;2463;0;4660342
390;2;1;-7;-1088;3000;41;2463;0;4660382
391;2;1;2;-1151;3000;41;2463;0;4660422
392;2;1;-6;-1175;3000;41;2463;0;4660482
393;2;1;0;-1183;3000;41;2463;0;4660522
394;2;1;-6;-1244;3000;41;2463;0;4660562
395;2;1;-5;-1151;3000;41;2463;0;4660612
396;2;1;-2;-1151;3000;41;2463;0;4660662
397;2;1;-9;-983;3000;41;2463;0;4660712
398;2;1;-3;-1014;3000;41;2463;0;4660762
399;2;1;5;-1217;3000;41;2463;0;4660802
400;2;1;-2;-991;3000;41;2463;0;4660852
401;2;1;1;-1061;3000;41;2463;0;4660902
402;2;1;5;-1102;3000;41;2463;0;4660942
403;2;1;-5;-1098;3000;41;2463;0;4661002
404;2;1;-3;-1125;3000;41;2463;0;4661042
405;2;1;-1;-1211;3000;41;2463;0;4661092
406;2;1;-2;-1125;3000;41;2463;0;4661142
407;2;1;-4;-1034;3000;41;2463;0;4661182
408;2;1;-8;-1088;3000;41;2463;0;4661232
409;2;1;-5;-1235;3000;41;2463;0;4661282
410;2;1;3;-1100;3000;41;2463;0;4661332
411;2;1;-6;-1049;3000;41;2463;0;4661382
412;2;1;2;-947;3000;41;2463;0;4661422
413;2;1;0;-1178;3000;41;2463;0;4661462
414;2;1;-6;237;3000;41;2463;0;4661522
415;2;1;-1;-1062;3000;41;2463;0;4661562
416;2;1;-5;-991;3000;41;2463;0;4661612
417;2;1;-9;-1008;3000;41;2463;0;4661662
418;2;1;1;-995;3000;41;2463;0;4661702
419;2;1;6;-1125;3000;41;2463;0;4661752
420;2;1;0;-1098;3000;41;2463;0;4661802
421;2;1;1;-1100;3000;41;2463;0;4661842
422;2;1;1;-1031;3000;41;2463;0;4661892
423;2;1;-7;-1019;3000;41;2463;0;4661942
424;2;1;-3;-1076;3000;41;2463;0;4661992
425;2;1;4;467;3000;41;2463;0;4662042
426;2;1;-2;-1098;3000;41;2463;0;4662082
427;2;1;-5;-1063;3000;41;2463;0;4662132
428;2;1;2;-977;3000;41;2463;0;4662182
429;2;1;-1;-1002;3000;41;2463;0;4662222
430;2;1;-1;-897;3000;41;2463;0;4662272
431;2;1;-5;-1091;3000;41;2463;0;4662342
432;2;1;-1;-1139;3000;41;2463;0;4662402
433;2;1;-1;-1039;3000;41;2463;0;4662462
434;2;1;1;-1033;3000;41;2463;0;4662522
435;2;1;-4;-1177;3000;41;2463;0;4662562
436;2;1;-2;-1126;3000;41;2463;0;4662612
437;2;1;-2;-1197;3000;41;2463;0;4662672
438;2;1;5;-1041;3000;41;2463;0;4662712
439;2;1;2;-1220;3000;41;2463;0;4662762
440;2;1;-5;-1151;3000;41;2463;0;4662812
441;2;1;1;-1105;3000;41;2463;0;4662852
442;2;1;-1;-1172;3000;41;2463;0;4662902
443;2;1;2;-1118;3000;41;2463;0;4662952
444;2;1;1;-1191;3000;41;2463;0;4663002
445;2;1;6;-1246;3000;41;2463;0;4663052
446;2;1;-7;-1056;3000;41;2463;0;4663092
447;2;1;3;-1097;3000;41;2463;0;4663152
448;2;1;-2;-1120;3000;41;2463;0;4663192
449;2;1;-8;-1198;3000;41;2463;0;4663232
450;2;1;-11;-1129;3000;41;2463;0;4663292
451;2;1;1;-1051;3000;41;2463;0;4663332
452;2;1;-6;-1014;3000;41;2463;0;4663392
453;2;1;0;-933;3000;41;2463;0;4663432
454;2;1;4;-1065;3000;41;2463;0;4663472
455;2;1;-1;-1151;3000;41;2463;0;4663532
456;2;1;-5;-998;3000;41;2463;0;4663572
457;2;1;6;-1125;3000;41;2463;0;4663612
458;2;1;-2;-1043;3000;41;2463;0;4663672
459;2;1;4;-1093;3000;41;2463;0;4663712
460;2;1;2;-1069;3000;41;2463;0;4663772
461;2;1;-8;-980;3000;41;2463;0;4663812
462;2;1;-2;-959;3000;41;2463;0;4663852
463;2;1;3;-1014;3000;41;2463;0;4663912
464;2;1;-6;-1124;3000;41;2463;0;4663952
465;2;1;-4;-1186;3000;41;2463;0;4663992
466;2;1;-10;-1168;3000;41;2463;0;4664052
467;2;1;-3;-1018;3000;41;2463;0;4664092
468;2;1;0;-1035;3000;41;2463;0;4664132
469;2;1;3;-1071;3000;41;2463;0;4664192
470;2;1;3;-1127;3000;41;2463;0;4664232
471;2;1;-3;-1211;3000;41;2463;0;4664282
472;2;1;0;-1172;3000;41;2463;0;4664332
473;2;1;-3;-1096;3000;41;2463;0;4664392
474;2;1;-2;-1086;3000;41;2463;0;4664432
475;2;1;-7;-1094;3000;41;2463;0;4664472
476;2;1;-2;-1071;3000;41;2463;0;4664522
477;2;1;-1;-1019;3000;41;2463;0;4664572
478;2;1;-4;-1084;3000;41;2463;0;4664612
479;2;1;3;292;3000;41;2463;0;4664672
480;2;1;11;-1027;3000;41;2463;0;4664712
481;2;1;7;267;3000;41;2463;0;4664762
482;2;1;-6;-1085;3000;41;2463;0;4664812
483;2;1;9;-946;3000;41;2463;0;4664852
484;2;1;-1;-1182;3000;41;2463;0;4664902
485;2;1;-5;-1045;3000;41;2463;0;4664952
486;2;1;8;-1139;3000;41;2463;0;4665012
487;2;1;2;-1139;3000;41;2463;0;4665072
488;2;1;-10;-1067;3000;41;2463;0;4665132
489;2;1;-3;-977;3000;41;2463;0;4665192
490;2;1;2;-939;3000;41;2463;0;4665232
491;2;1;2;-1059;3000;41;2463;0;4665282
492;2;1;-2;-998;3000;41;2463;0;4665332
493;2;1;-4;-1114;3000;41;2463;0;4665382
494;2;1;3;-931;3000;41;2463;0;4665432
495;2;1;-1;-1034;3000;41;2463;0;4665472
496;2;1;-9;-1103;3000;41;2463;0;4665522
497;2;1;-1;-978;3000;41;2463;0;4665562
498;2;1;7;-1006;3000;41;2463;0;4665612
499;2;1;2;-1002;3000;41;2463;0;4665672
500;2;1;0;-823;3000;41;2463;0;4665712
501;2;1;4;-1058;3000;41;2463;0;4665762
502;2;1;2;-1179;3000;41;2463;0;4665812
503;2;1;11;-1156;3000;41;2463;0;4665852
504;2;1;3;-1164;3000;41;2463;0;4665902
505;2;1;3;-1149;3000;41;2463;0;4665942
506;2;1;3;-1244;3000;41;2463;0;4665992
507;2;1;5;-1133;3000;41;2463;0;4666042
508;2;1;3;-1098;3000;41;2463;0;4666092
509;2;1;2;-1072;3000;41;2463;0;4666132
510;2;1;-2;-1082;3000;41;2463;0;4666182
511;2;1;6;210;3000;41;2463;0;4666232
512;2;1;-5;-1059;3000;41;2463;0;4666272
513;2;1;0;-967;3000;41;2463;0;4666322
514;2;1;3;-1011;3000;41;2463;0;4666382
515;2;1;-2;-1225;3000;41;2463;0;4666422
516;2;1;-4;-1119;3000;41;2463;0;4666472
517;2;1;-5;-1100;3000;41;2463;0;4666522
518;2;1;5;-1159;3000;41;2463;0;4666582
519;2;1;2;-1156;3000;41;2463;0;4666612
520;2;1;-11;-939;3000;41;2463;0;4666662
521;2;1;-7;-1064;3000;41;2463;0;4666722
522;2;1;2;-1146;3000;41;2463;0;4666762
523;2;1;-3;-1087;3000;41;2463;0;4666812
524;2;1;3;-955;3000;41;2463;0;4666862
525;2;1;2;-1077;3000;41;2463;0;4666902
526;2;1;-2;-1099;3000;41;2463;0;4666942
