data_id;hb_state;cm4_state;pp_thrust;av_alti;tvc_thrust;tvc_alti;tvc_vel;padding;time
465;2;1;0;0;3000;41;2463;0;38822
466;2;1;0;0;3000;41;2463;0;38822
467;2;1;0;0;3000;41;2463;0;38832
468;2;1;0;0;3000;41;2463;0;38842
469;2;1;0;0;3000;41;2463;0;38852
470;2;1;0;0;3000;41;2463;0;38862
471;2;1;0;0;3000;41;2463;0;38872
472;2;1;0;0;3000;41;2463;0;38882
473;2;1;0;0;3000;41;2463;0;38892
474;2;1;0;0;3000;41;2463;0;38912
475;2;1;0;0;3000;41;2463;0;38922
476;2;1;0;0;3000;41;2463;0;38922
477;2;1;0;0;3000;41;2463;0;38942
478;2;1;0;0;3000;41;2463;0;38942
479;2;1;0;0;3000;41;2463;0;38962
480;2;1;0;0;3000;41;2463;0;38962
481;2;1;0;0;3000;41;2463;0;38972
482;2;1;0;0;3000;41;2463;0;38982
483;2;1;0;0;3000;41;2463;0;38982
484;2;1;0;0;3000;41;2463;0;39002
485;2;1;0;0;3000;41;2463;0;39022
486;2;1;0;0;3000;41;2463;0;39022
487;2;1;0;0;3000;41;2463;0;39032
488;2;1;0;0;3000;41;2463;0;39042
489;2;1;0;0;3000;41;2463;0;39042
490;2;1;0;0;3000;41;2463;0;39062
491;2;1;0;0;3000;41;2463;0;39062
492;2;1;0;0;3000;41;2463;0;39072
493;2;1;0;0;3000;41;2463;0;39082
494;2;1;0;0;3000;41;2463;0;39082
495;2;1;0;0;3000;41;2463;0;39102
496;2;1;0;0;3000;41;2463;0;39122
497;2;1;0;0;3000;41;2463;0;39132
498;2;1;0;0;3000;41;2463;0;39132
499;2;1;0;0;3000;41;2463;0;39142
500;2;1;0;0;3000;41;2463;0;39142
501;2;1;0;0;3000;41;2463;0;39162
502;2;1;0;0;3000;41;2463;0;39162
503;2;1;0;0;3000;41;2463;0;39182
504;2;1;0;0;3000;41;2463;0;39182
505;2;1;0;0;3000;41;2463;0;39202
506;2;1;0;0;3000;41;2463;0;39222
507;2;1;0;0;3000;41;2463;0;39222
508;2;1;0;0;3000;41;2463;0;39232
509;2;1;0;0;3000;41;2463;0;39232
510;2;1;0;0;3000;41;2463;0;39252
511;2;1;0;0;3000;41;2463;0;39252
512;2;1;0;0;3000;41;2463;0;39272
513;2;1;0;0;3000;41;2463;0;39312
514;2;1;0;0;3000;41;2463;0;39312
515;2;1;0;0;3000;41;2463;0;39312
516;2;1;0;0;3000;41;2463;0;39322
517;2;1;0;0;3000;41;2463;0;39332
518;2;1;0;0;3000;41;2463;0;39332
519;2;1;0;0;3000;41;2463;0;39352
520;2;1;0;0;3000;41;2463;0;39352
521;2;1;0;0;3000;41;2463;0;39362
522;2;1;0;0;3000;41;2463;0;39372
523;2;1;0;0;3000;41;2463;0;39382
524;2;1;0;0;3000;41;2463;0;39392
525;2;1;0;0;3000;41;2463;0;39412
526;2;1;0;0;3000;41;2463;0;39412
527;2;1;0;0;3000;41;2463;0;39422
528;2;1;0;0;3000;41;2463;0;39432
529;2;1;0;0;3000;41;2463;0;39442
530;2;1;0;0;3000;41;2463;0;39452
531;2;1;0;0;3000;41;2463;0;39462
532;2;1;0;0;3000;41;2463;0;39472
533;2;1;0;0;3000;41;2463;0;39482
534;2;1;0;0;3000;41;2463;0;39492
535;2;1;0;0;3000;41;2463;0;39512
536;2;1;0;0;3000;41;2463;0;39532
537;2;1;0;0;3000;41;2463;0;39532
538;2;1;0;0;3000;41;2463;0;39542
539;2;1;0;0;3000;41;2463;0;39552
540;2;1;0;0;3000;41;2463;0;39562
541;2;1;0;0;3000;41;2463;0;39572
542;2;1;0;0;3000;41;2463;0;39582
543;2;1;0;0;3000;41;2463;0;39592
544;2;1;0;0;3000;41;2463;0;39612
545;2;1;0;0;3000;41;2463;0;39622
546;2;1;0;0;3000;41;2463;0;39632
547;2;1;0;0;3000;41;2463;0;39632
548;2;1;0;0;3000;41;2463;0;39642
549;2;1;0;0;3000;41;2463;0;39642
550;2;1;0;0;3000;41;2463;0;39652
551;2;1;0;0;3000;41;2463;0;39652
552;2;1;0;0;3000;41;2463;0;39672
553;2;1;0;0;3000;41;2463;0;39672
554;2;1;0;0;3000;41;2463;0;39682
555;2;1;0;0;3000;41;2463;0;39692
556;2;1;0;0;3000;41;2463;0;39712
557;2;1;0;0;3000;41;2463;0;39722
558;2;1;0;0;3000;41;2463;0;39722
559;2;1;0;0;3000;41;2463;0;39742
560;2;1;0;0;3000;41;2463;0;39752
561;2;1;0;0;3000;41;2463;0;39762
562;2;1;0;0;3000;41;2463;0;39772
563;2;1;0;0;3000;41;2463;0;39772
564;2;1;0;0;3000;41;2463;0;39782
565;2;1;0;0;3000;41;2463;0;39782
